,SalePrice
246,217417.65608623862
247,205200.3115012916
248,272135.2320264813
249,219154.6562907082
250,261076.81315413484
251,261716.4616241221
252,277521.209700002
253,218434.227279665
254,202288.3022389778
255,183272.37770393718
256,172682.2215259648
257,134410.51777684924
258,195543.9057848524
259,246938.22918466298
260,167017.65294035056
261,126415.85569462818
262,153433.2794041501
263,216545.73751399672
264,235079.2147957355
265,187208.00592624652
266,157990.23739140463
267,179924.04570247154
268,165504.53271361522
269,157847.14591724888
270,122087.2712461401
271,122522.50921385788
272,120664.98219450764
273,119470.34993509264
274,130714.65387188035
275,115966.09051541633
276,310855.68347074447
277,222727.31719846433
278,278133.1805727512
279,215470.85075387376
280,193156.0703709406
281,172887.0893992709
282,174702.3038495686
283,300693.41399305785
284,219005.91573473378
285,175306.46051599082
286,212186.72103021838
287,231924.94708482624
288,147194.99631373296
289,126631.7396816315
290,237694.27720791264
291,122448.51843505392
292,143533.0863936572
293,183309.72617341846
294,167165.67362666578
295,129274.09583119946
296,123606.98749376966
297,143092.50885957252
298,160819.75622216603
299,163184.12399017467
300,137918.85755758593
301,176646.41653376102
302,171644.54477982374
303,116382.464273246
304,158265.42494110283
305,181001.45510359155
306,224563.75727533392
307,145673.84039758766
308,173406.54329957656
309,147942.18160573422
310,121295.42705368281
311,132576.300841244
312,129911.02316638344
313,139872.56140465423
314,138986.9036254234
315,124215.41038548542
316,116109.79271844754
317,138561.48324816313
318,114451.7697962362
319,176197.92142498703
320,130329.70499920918
321,89797.00465064018
322,139279.01793217973
323,101989.3078037152
324,119839.95051603395
325,137501.7702216479
326,160049.4741518103
327,56749.75542623428
328,97121.48524309111
329,75692.04359340522
330,183380.04416310383
331,154839.5962973532
332,131513.3002722573
333,149587.08506655923
334,132503.13192023148
335,121193.18574595859
336,111229.87695910779
337,126192.66656734573
338,109045.57247335295
339,132256.34919088497
340,132444.45913358632
341,131706.0226471761
342,147161.5740070861
343,143514.5551518101
344,140029.6456456057
345,122000.3727851896
346,128280.0331095003
347,119228.7966376379
348,118708.58967413192
349,146994.204918095
350,98292.65221061355
351,95354.34596032601
352,124009.15026526264
353,94564.35948722025
354,54148.14209511378
355,97022.19032852034
356,106997.32310005554
357,150146.2589542644
358,122089.91504511653
359,63589.86365766932
360,107523.00695836559
361,144790.9805459794
362,47251.52384276695
363,132363.1307212233
364,135929.7984635119
365,101941.27070835931
366,103796.37462994736
367,137991.22366403785
368,112268.95540443115
369,140088.64941460206
370,148807.9791587196
371,82057.89371932663
372,135366.8623921657
373,117795.89524669948
374,121470.04775489378
375,125528.63853748646
376,86339.85321153965
377,122607.74529321196
378,92750.86910506358
379,151223.63695348866
380,138862.83881279398
381,81533.01235272709
382,130925.08684706292
383,134624.7428777995
384,140393.8367340841
385,152955.71122238628
386,164796.5804937509
387,56118.83464184601
388,107529.71906798614
389,117786.11952968346
390,151339.46583638765
391,128592.49297046431
392,133949.62947812313
393,170523.0210803391
394,148197.99831123187
395,216779.0185555395
396,144347.63697868594
397,133744.97826530342
398,116580.4339701236
399,148559.98529076803
400,117214.39782753018
401,314363.1546855205
402,298942.2514274502
403,298944.4413648051
404,323860.1860988092
405,336334.1991842756
406,238958.80348387553
407,300184.32493990276
408,203870.32901704367
409,233464.6080172931
410,248762.0798819252
411,170947.63605835082
412,241134.28729482624
413,147098.20545590384
414,199181.51770162806
415,192954.8123838194
416,208091.32151384093
417,203968.69524681455
418,129926.71959387527
419,134461.73573159927
420,244201.0756885798
421,251881.1618485017
422,188057.20126570098
423,200722.08973534976
424,237267.17386175878
425,290418.52086004586
426,206435.28586693647
427,277291.67784435546
428,162229.79934320238
429,122497.3318166328
430,131590.27288448694
431,105534.11890536932
432,129243.24509366942
433,125331.57702894017
434,130827.82152693241
435,127114.90385174932
436,115535.28864855564
437,113403.28133782891
438,153322.60562296223
439,148604.64020775363
440,173567.44207658945
441,143536.6277929123
442,214497.3804446585
443,141103.68946717828
444,194932.06958650227
445,164267.14743252716
446,195864.13417973163
447,108991.42932293497
448,133609.9081747299
449,118088.14397821782
450,219917.19076135894
451,309206.4904371473
452,144005.4359215696
453,65417.72894253691
454,316228.6199140102
455,64270.44992536279
456,249610.50306103448
457,142846.94173360316
458,167627.0359761478
459,148728.62997142004
460,421232.77787620056
461,313888.5847177086
462,218366.35804111056
463,219085.28801226412
464,196359.1557367218
465,395874.5258028032
466,133751.23434704877
467,152646.1225158021
468,125071.99714753489
469,128473.17853058534
470,145442.9857534971
471,138322.32368928505
472,180888.44208576588
473,180415.252918505
474,170659.96614552045
475,185540.2491581635
476,181858.4848444933
477,170596.9109356253
478,244037.1349177607
479,193627.24471228398
480,167967.47313314577
481,184715.32964266138
482,207623.70652145255
483,360704.91599015845
484,390824.6256834716
485,138973.16315801366
486,281244.7324256567
487,167744.5290295399
488,248368.37052745998
489,182943.5182225986
490,253717.42026861064
491,207147.3635327026
492,167531.12980599407
493,183069.3571823727
494,133996.32699494658
495,311531.55118065357
496,150472.32406875055
497,320198.9946510434
498,141840.80523508944
499,116842.37548593065
500,119967.00237477901
501,96833.63631713517
502,104098.48729966528
503,107889.7472987044
504,149421.0137287331
505,143443.49594085998
506,280804.91653978056
507,426941.1528586083
508,388570.7864085449
509,422094.3182125471
510,419524.8126361365
511,381811.97679244954
512,261051.16250757402
513,315461.6433001411
514,477703.61784878065
515,268616.1669958492
516,356838.6185482411
517,354958.10653131444
518,324780.6065807928
519,191236.0346070272
520,339196.34662151843
521,216752.46206409723
522,202150.7838002663
523,168328.08995562576
524,220691.90040747827
525,217431.04994958526
526,178992.5974170595
527,179261.89977994055
528,194138.11427835596
529,216422.61271786748
530,232384.03736252856
531,212792.31663819563
532,169914.27902803262
533,229797.886407036
534,185305.3251271409
535,251532.8120055941
536,320677.4658044613
537,340791.78434318805
538,260259.00687111166
539,328461.410072322
540,276460.6197852232
541,240926.09675810687
542,261087.94127147493
543,268876.93858390674
544,215992.39634079696
545,224210.45075972713
546,252974.06256030413
547,219497.44802746372
548,193646.12205975663
549,194971.9339370937
550,143299.74409907992
551,175500.61082584868
552,180591.09791671613
553,182811.44808010507
554,203598.47811495716
555,189309.1579889068
556,194559.57766047367
557,123923.28711011545
558,133729.27916478147
559,107014.96869832597
560,108670.98663104593
561,173058.41982649176
562,141546.7316709699
563,251576.71362488635
564,355978.24366226955
565,174170.69466665838
566,157203.08295779582
567,153102.21771062136
568,164447.33654148964
569,268094.55239749444
570,229187.98880035954
571,248015.13571745844
572,263885.2430521007
573,171593.94170030224
574,207349.11620804018
575,199767.69965287286
576,205758.27735138734
577,306711.83141442726
578,219863.35300574344
579,268306.0183699951
580,288566.64984791074
581,203894.4798088051
582,172711.70315994712
583,163065.7093779825
584,207407.81351502263
585,142147.84953784136
586,145484.09139950987
587,139728.86520702668
588,138137.46686546173
589,177468.00433724967
590,108601.04211667924
591,125429.74611823118
592,147328.16759515443
593,87411.51590635393
594,156384.7818230905
595,146051.85690659165
596,116839.48525149997
597,226136.0993391603
598,133474.03141823452
599,172896.24057653392
600,175480.17492117657
601,130224.13879415825
602,113822.72937614039
603,141134.0348379409
604,120662.7715718908
605,161839.80451773456
606,109827.96326686192
607,140508.02216735794
608,84461.33792910216
609,115543.6683679885
610,94889.28052078365
611,132152.52170827764
612,137299.77451233295
613,178444.1715662779
614,148174.50277727036
615,120359.57110910412
616,159560.5191706159
617,130282.37447347784
618,132387.57517597298
619,121234.91783457613
620,129670.07603355107
621,121076.0474312221
622,147133.20722602858
623,114853.97203999589
624,121904.65541644806
625,107597.67341174127
626,121615.90549364206
627,92916.08391280138
628,77075.4986634469
629,126108.9656805475
630,120207.03689405415
631,127838.84086652467
632,112423.96919829906
633,111802.22913088634
634,148685.63222800056
635,78258.54611795626
636,95701.37491346257
637,143726.74988915093
638,57093.03308384342
639,76855.83235025831
640,121093.06232380707
641,129796.94020044027
642,103260.70797619838
643,132464.45064316154
644,124128.54478956648
645,62316.04316333409
646,209873.16402068603
647,114164.57813495137
648,110494.46455699032
649,133035.24202540496
650,139335.22013980016
651,141149.42356491662
652,122985.42545122548
653,112650.91195413085
654,162040.32954454306
655,120265.6170195183
656,148940.55077810911
657,126202.76248794701
658,111779.80335909611
659,111479.9936089376
660,90877.02588999936
661,110487.0631993926
662,89961.89812811394
663,162731.6488043102
664,126883.26298761903
665,150495.22278288874
666,148940.4457565769
667,127794.67809301312
668,93828.37069638305
669,138836.11294759787
670,140598.61333622492
671,113284.712673118
672,125934.81570371581
673,116586.76690426352
674,88765.93867675922
675,68579.26033990315
676,110719.6211271517
677,133338.945456116
678,153511.19864492642
679,140573.38387561322
680,146596.02191937485
681,129138.82671126648
682,151013.17832871786
683,119268.81805913977
684,137818.70967529775
685,158382.74691294436
686,142709.94692026736
687,131384.6484617528
688,147112.73423723425
689,223109.11738237969
690,116845.13279263688
691,170509.35811607505
692,159573.5586979824
693,106329.13422701575
694,138612.78387185026
695,264571.8009427883
696,230608.61446203277
697,236567.50512579683
698,211485.26271608935
699,174625.7352434553
700,236671.20546972702
701,396557.75603609596
702,332444.93680445483
703,246821.21397418075
704,194807.45235553742
705,151959.80246285337
706,211954.14222640503
707,195103.4241417188
708,196739.7904305063
709,211370.2700348939
710,149561.6183661022
711,132304.7762712869
712,164575.50549596344
713,227778.02006492112
714,297854.7009243339
715,321906.50859452423
716,238742.17660968288
717,210830.90264693834
718,141045.651253076
719,219767.6203482004
720,188846.9772744513
721,220027.8505410892
722,187437.22043349865
723,123706.29008069905
724,118947.20358520895
725,148177.0074200094
726,156002.42809734188
727,158708.9370216802
728,248229.80651804563
729,82654.04054492165
730,83988.24850421486
731,92219.48383254028
732,103301.8394962703
733,104105.46743247364
734,107847.45785274502
735,97364.27920788848
736,120219.4521375258
737,157672.21268317944
738,181144.69135874236
739,144869.4958435273
740,147706.35568909475
741,216305.64183580072
742,141774.71504298446
743,185469.73000448314
744,115987.06230637684
745,141066.28685018118
746,224606.41527835117
747,244411.92988121088
748,229750.9746079775
749,117709.02665505931
750,111890.14482804251
751,117140.14606011056
752,105724.28423902181
753,134988.4004281924
754,99094.1914173449
755,141005.1062301611
756,69537.16039736004
757,79366.00961331374
758,75650.09676208609
759,75120.28888119388
760,316815.0974339416
761,277771.5693000283
762,307219.9775141616
763,207889.8687812243
764,118776.87739692323
765,186194.86513185134
766,209432.25499414623
767,262173.4680565265
768,246817.1515485983
769,149487.75237116255
770,212524.84938639693
771,180621.0345692609
772,178856.59992766025
773,237270.83112172878
774,223667.03638293542
775,249726.2508603981
776,331868.13762698165
777,197419.3530832987
778,110745.03515789278
779,157226.22924257547
780,156899.5138006106
781,127342.43546380842
782,129247.99398771548
783,104466.82219143011
784,97925.10245220253
785,141979.92242027412
786,108311.30554056533
787,129410.60965806272
788,126534.71944251495
789,135176.8179214347
790,99965.82251809369
791,170583.46982062748
792,150371.7779565742
793,178571.35158731512
794,187513.08496017984
795,181965.43341409092
796,207893.43831890717
797,164608.93476570022
798,179505.7242977837
799,157367.5680522928
800,189742.56774473187
801,205960.4743262445
802,402640.7348684336
803,443572.4068440325
804,172307.0461528434
805,292818.74197491904
806,366653.20987143763
807,396858.4845886738
808,146478.9724954983
809,193393.81286023246
810,212138.0178803852
811,195642.7212646323
812,166791.50160687178
813,179126.8638844098
814,157111.42897956085
815,189382.3371295336
816,180161.52228490787
817,149576.3740665564
818,122714.96093971902
819,118217.26280191273
820,169623.14420748304
821,188936.40030013846
822,103731.77353455505
823,111411.58212592617
824,144871.40972254812
825,125443.102515527
826,337858.03677741427
827,267198.7526145277
828,366845.24039532105
829,423177.65670846944
830,325267.0152267082
831,444953.1030626472
832,439557.20420830563
833,406192.21111005044
834,444092.8365889207
835,251882.4601202271
836,308116.2624603397
837,312595.467887297
838,376565.0484125159
839,340444.9575612022
840,286461.0389527541
841,244070.89857926097
842,234444.77500048262
843,237174.50125987869
844,186987.906949352
845,183671.9663696769
846,192475.81080109673
847,223350.7163230785
848,276786.0259599205
849,207262.05544801545
850,197379.9950254191
851,177518.88267548883
852,174418.71683402197
853,169928.68763277066
854,179572.94676262434
855,191595.14324851663
856,182249.1438442537
857,175963.11370164974
858,180631.6811750254
859,185825.26644194967
860,237489.43086887203
861,178546.94851456836
862,182520.67705044162
863,167775.07586338167
864,211477.1467739547
865,168259.09979857158
866,207937.42442027875
867,227871.6485759351
868,188106.0399378678
869,179759.2149479986
870,364290.0615168954
871,389418.2938183957
872,321942.45089715964
873,245920.95644871224
874,271330.6720406711
875,325908.8862491262
876,195719.8069852044
877,265027.0202831514
878,216950.2393615953
879,393055.9147886231
880,219408.10344879556
881,229813.59705617127
882,226106.78930873092
883,216129.3844845039
884,233385.10452560024
885,210155.0641025054
886,197432.17020757962
887,235825.49520865895
888,179191.15329249672
889,290533.56812886125
890,245405.56890690755
891,258521.83791623113
892,248851.14496686042
893,137659.26358727142
894,145719.91690914414
895,151895.32398307312
896,192761.12955215725
897,194444.5948189505
898,129895.29672007254
899,116386.00604716151
900,142197.9618259168
901,258476.8945782362
902,139919.94289149487
903,159615.20199170904
904,215878.79668195828
905,193910.76447615845
906,225210.57776052196
907,215130.8203913138
908,218654.22861555524
909,166635.88855378306
910,168867.67262105423
911,188626.76885071953
912,279178.9161301909
913,323010.9899080163
914,246546.65224201907
915,273141.46793118113
916,348247.0543204688
917,143280.41621867582
918,193035.58492086636
919,147979.35813761712
920,165947.35551725715
921,203607.41850892286
922,202585.42670087982
923,241716.75235999306
924,161434.71676804527
925,137294.0191118247
926,136597.68124795982
927,102509.35443043383
928,123576.34084852683
929,148273.54191368548
930,143492.62821932044
931,115736.0338784618
932,164482.64839986712
933,142418.18064952287
934,210054.82759155886
935,142802.46623992367
936,221727.86283424005
937,137780.50595816234
938,55844.17329287533
939,57707.811026887255
940,115222.20217635488
941,138245.74594666233
942,141715.68301296636
943,150910.02180410188
944,164502.6847880704
945,144283.17071812678
946,128603.27692768889
947,144385.7582110361
948,125119.70355959698
949,166895.74809965907
950,118807.68332949831
951,156741.07819222938
952,130209.26600645762
953,143457.70776163193
954,133887.70057827418
955,126864.0998034194
956,134354.29694375364
957,132177.1000592706
958,128875.88562319113
959,126564.7435136106
960,144406.74921153352
961,105571.75511947123
962,126386.89001071436
963,151884.24279141112
964,203237.15222929075
965,130558.06683718205
966,133745.611957662
967,178671.72861568118
968,117913.60146887592
969,133087.66705050488
970,110487.95888691816
971,146837.97829431287
972,147792.05850147354
973,134541.53065145473
974,150539.2385163444
975,112066.68077862525
976,111439.44382039647
977,128875.63089887425
978,105699.2655707194
979,119172.10149251518
980,94371.3540547411
981,99368.70440446775
982,121926.0200736121
983,130307.26022183415
984,84029.66871479954
985,131068.2688700252
986,178920.90666870362
987,132103.07227588483
988,108512.66611236244
989,147422.27859153273
990,126900.12617619167
991,198506.20984082745
992,95617.48096751612
993,117940.73660346419
994,121827.17112041995
995,132605.75593847164
996,133140.31349618803
997,124498.04320601097
998,110570.0751684647
999,138591.2641743628
1000,120668.13099545376
1001,137453.03312382253
1002,123996.1816975703
1003,170646.64959948536
1004,139164.64017689155
1005,115502.98284550951
1006,132828.4137433728
1007,77074.01091674945
1008,76853.94613834663
1009,187503.44820224118
1010,206773.16974893823
1011,154935.17237032024
1012,112903.63165774672
1013,80756.70095615373
1014,209638.01465619105
1015,115985.29070189752
1016,130929.97011224872
1017,154404.37392791218
1018,100255.90754080107
1019,152723.94337728198
1020,122552.40867795932
1021,131064.76129645342
1022,111995.31360922736
1023,122086.4969606061
1024,126137.45007024353
1025,148629.27816324637
1026,169490.91258917522
1027,161821.38191433082
1028,148363.69463375307
1029,147163.61182696774
1030,92820.66374566927
1031,195898.78782969175
1032,148833.45335889398
1033,146832.06473952494
1034,85600.7876143759
1035,254257.724912473
1036,152392.02134149836
1037,112683.68094934268
1038,91439.16460718423
1039,130664.77009764819
1040,135850.48698740485
1041,150224.9299779676
1042,94842.95142921411
1043,175149.9753300664
1044,220045.3217433812
1045,254795.70193264756
1046,281333.4751840242
1047,255142.2451602912
1048,216732.81997181487
1049,221335.20156616397
1050,177850.2393895709
1051,200004.57721388966
1052,214901.75232402503
1053,254351.7188099187
1054,148993.84739712576
1055,169050.89012612388
1056,143169.3119203433
1057,150015.47297797908
1058,221290.24757686106
1059,214064.59901332468
1060,189576.85102168238
1061,219370.0582770523
1062,119093.88202412476
1063,136044.2352920504
1064,149520.31834760876
1065,134522.98046722633
1066,114263.88488349936
1067,133061.95678422216
1068,129931.69357345696
1069,118525.42356212946
1070,247423.56000485303
1071,220314.49908708152
1072,196782.5887517985
1073,223522.74490439054
1074,306868.9525151397
1075,240789.08065970702
1076,226632.71946837974
1077,182569.1229358913
1078,187283.12902055035
1079,176277.8556824777
1080,184213.54033418515
1081,167831.72174825246
1082,127276.56269282485
1083,125220.53978871967
1084,133706.0012892665
1085,129647.78224787282
1086,140918.58425652178
1087,146711.9560716294
1088,157495.02793832764
1089,376118.71827172546
1090,136180.44729156385
1091,131645.37688396592
1092,77281.8636373385
1093,102733.23978908847
1094,117449.63077914529
1095,104049.8111408321
1096,104945.15044176653
1097,159221.32400563965
1098,141292.39572410492
1099,149348.0218358342
1100,142442.9033393604
1101,135006.01848227848
1102,149548.5771897931
1103,208461.55784638348
1104,138103.88393175387
1105,161782.38836464265
1106,138064.18782948016
1107,201948.2536707199
1108,211340.72556482692
1109,115085.39692839963
1110,183271.33949017874
1111,148324.81522455523
1112,209711.312114723
1113,268981.8461214019
1114,129161.98424365319
1115,121533.1739362501
1116,149849.51930805226
1117,84270.22773643456
1118,65659.36319548578
1119,117305.81975843536
1120,113387.51727028095
1121,118713.32114756943
1122,280400.02070348384
1123,166759.5374752544
1124,182552.56585169228
1125,219864.47452888903
1126,197509.37092805118
1127,145777.33107673097
1128,152133.14145127672
1129,215041.28022098172
1130,210544.75606732117
1131,210977.9133852095
1132,251992.3427372573
1133,179145.0438293622
1134,199878.46332784026
1135,306552.6676618065
1136,189742.88184043765
1137,283297.48288111296
1138,291698.47534167825
1139,130799.06589482118
1140,148542.58441970224
1141,85904.99165847473
1142,94314.15371396195
1143,88999.10691427157
1144,76782.80345228784
1145,148129.75963113364
1146,200152.89413059366
1147,216640.99032154534
1148,171031.69276282273
1149,112804.21674125222
1150,113397.77320427049
1151,152677.0776202421
1152,133229.19619733997
1153,128415.48101040299
1154,155152.01109534403
1155,145173.242585139
1156,175803.53159532393
1157,189178.50363360054
1158,198386.0338900096
1159,184920.90740378527
1160,177201.6617514996
1161,182154.58616223777
1162,243222.79054241526
1163,317132.3053926561
1164,295733.23341536446
1165,173652.1059013539
1166,171822.47147312845
1167,493786.63447985286
1168,497082.33554714837
1169,365170.30881328566
1170,474227.5918023853
1171,456044.6723283087
1172,303736.7832299082
1173,425982.7432174185
1174,160332.7355743874
1175,177005.4584036133
1176,180024.08329657724
1177,251120.25607256734
1178,189638.8493847467
1179,153396.1690711909
1180,105301.34339938569
1181,191503.77571803055
1182,99737.95026579832
1183,127164.37611418785
1184,106329.7317350144
1185,95823.0688046313
1186,101668.24244589919
1187,145444.07457185525
1188,146243.956246167
1189,141578.52982307383
1190,143512.8535003782
1191,405027.6063493194
1192,249461.26296361483
1193,247150.15119717063
1194,397125.6676920234
1195,317826.89822469576
1196,355871.7668666653
1197,298311.5238350791
1198,297323.2583334749
1199,360254.11758277484
1200,322041.9478026422
1201,351575.2367847649
1202,277972.78876817646
1203,266554.216895573
1204,325982.66779452923
1205,289619.8594891479
1206,168683.39744704697
1207,178591.02132367084
1208,178610.2909509113
1209,271901.98641307245
1210,184875.61851706274
1211,193218.2910030131
1212,208420.54897395906
1213,201450.1203214393
1214,170168.61647530916
1215,191306.8275467489
1216,195085.15809002225
1217,256409.34537416964
1218,267479.00754882215
1219,275439.11597739806
1220,409809.98192585004
1221,332218.8192286439
1222,541578.9942768479
1223,310023.7442595136
1224,330382.591749661
1225,246755.2359547738
1226,325203.13602423493
1227,209127.03209466382
1228,204696.40090545587
1229,425741.7104379611
1230,184683.42500293656
1231,134974.16610436136
1232,191528.63715348116
1233,137685.69717316917
1234,192114.46838209688
1235,185815.07993044393
1236,188426.40231914213
1237,190157.72202906205
1238,176187.4542840666
1239,159356.60987416198
1240,154593.73613380306
1241,111603.23504436089
1242,129105.67872739732
1243,140694.458529408
1244,121249.16708692869
1245,118912.05759933303
1246,127548.35906960092
1247,132698.64050506713
1248,104885.3325435429
1249,129332.51226290839
1250,273306.73063192633
1251,374958.8258235139
1252,172527.3287460669
1253,152344.83390550647
1254,171278.20757083237
1255,144886.84091845932
1256,169645.44438049308
1257,218869.06367247412
1258,156111.43993647624
1259,170214.4434687832
1260,137365.29002825453
1261,159778.4572510011
1262,146027.91614721247
1263,128135.8398711123
1264,134153.53284914163
1265,152063.55191734905
1266,180439.71151589375
1267,177298.02547256905
1268,149333.57374740587
1269,145238.0737723419
1270,133159.09084626703
1271,128440.30426653718
1272,159775.2230333955
1273,143274.34728629384
1274,135989.07744204992
1275,142324.2840344504
1276,126433.42767359843
1277,135354.7475972085
1278,164145.20162726834
1279,137836.80086329315
1280,147033.70796377023
1281,151125.69307003208
1282,150301.75636503505
1283,162954.90433690976
1284,139328.3226145836
1285,137084.48838238104
1286,146158.92793110094
1287,123592.9332867489
1288,131943.80905733077
1289,132910.30939842205
1290,134823.16872554328
1291,192310.15115561936
1292,145998.8304053984
1293,212530.3232072473
1294,131693.86676258832
1295,89840.93855989682
1296,63578.90590877552
1297,86114.40389164399
1298,155747.8669461852
1299,123535.37970983147
1300,148629.5305462537
1301,146493.65155192613
1302,185658.56381642254
1303,147869.2159434607
1304,302348.86351530993
1305,135781.53871019496
1306,87044.61251736892
1307,131104.82127677003
1308,134027.19167301166
1309,143529.85852844
1310,114981.31814214055
1311,115781.46833937199
1312,163537.44411971144
1313,138016.9293663122
1314,121524.72202318955
1315,138794.96364620444
1316,147605.5624567814
1317,102139.97004876999
1318,125876.21824568376
1319,96118.18231691292
1320,96244.53158800825
1321,91738.62581502619
1322,96871.3101412276
1323,124160.09691629121
1324,134419.9020647884
1325,67983.60645650935
1326,122785.25966002203
1327,75373.29714102396
1328,165973.56038679119
1329,93849.05952122284
1330,112787.82429366151
1331,62772.532901144485
1332,166230.25660371847
1333,98143.48013044562
1334,124877.76843313986
1335,98229.80042945017
1336,191655.52962399245
1337,105927.35112653772
1338,113867.27371857337
1339,61260.46240183845
1340,106138.51788990031
1341,131086.2103036471
1342,164165.74079588416
1343,131676.23796310107
1344,100753.81384631478
1345,83505.94217843105
1346,158975.78035450878
1347,150201.64877566934
1348,138781.0114903627
1349,130887.4789029813
1350,159559.29738515915
1351,157235.72694240406
1352,157146.65839624277
1353,156668.33179314504
1354,101630.08406193319
1355,253773.30213713058
1356,156332.97831145528
1357,132540.25689921912
1358,171317.60575646118
1359,139342.05532190032
1360,109065.31344268181
1361,198751.05194331484
1362,306802.00863027107
1363,175656.57661540134
